,uni_users,user_rating,user_count
355,A140N28LQHMGRU,5.0,1.0
356,A1417DPT4L4NIG,5.0,1.0
357,A14235NSWX608L,5.0,1.0
358,A142BG3XEVVMA2,4.0,1.0
359,A143UP2GFU795Z,1.0,1.0
360,A1445A87LORPAS,5.0,1.0
361,A1457FZDPA8S6S,3.0,1.0
362,A145M4DHN49BOD,5.0,1.0
363,A146ARSMWDDIX7,5.0,1.0
364,A1475ILISFOYG2,5.0,1.0
365,A147EXY22619R9,5.0,1.0
366,A1492GMOES3T68,5.0,1.0
367,A1493DD8LRGOKC,5.0,1.0
368,A14989BP3H6T20,3.0,1.0
369,A149L646TQFJP0,5.0,1.0
370,A149L6Q4GX3TVZ,5.0,1.0
371,A14AA0VMT21EB2,4.0,1.0
372,A14BW8QJ873357,5.0,1.0
373,A14BZTVDPG8UL7,5.0,1.0
374,A14C25QGFM3MD4,5.0,1.0
375,A14CAXS3AVRJRI,1.0,1.0
376,A14CV9D1RCKCNM,5.0,1.0
377,A14CZH2543MRRN,5.0,3.0
378,A14DAK4ACWUI0K,5.0,1.0
379,A14DV29CW9FFFJ,5.0,1.0
380,A14F2W5WTL7VNO,5.0,1.0
381,A14F4IN859B083,5.0,1.0
382,A14GKZLFA7Y1RY,5.0,1.0
383,A14GWKEQLVYGO0,5.0,1.0
384,A14H6HEVGD1K3H,5.0,1.0
385,A14H842QXFTOBZ,1.0,1.0
386,A14HAUZ03COVPM,5.0,1.0
387,A14HHI54Y7IQ3X,4.0,1.0
388,A14HRVH89SJNEW,5.0,1.0
389,A14IDRQV4LA9A,2.0,1.0
390,A14IWK6PZ81U50,5.0,1.0
391,A14J1ENLELF6EN,5.0,1.0
392,A14JTRQUNRNJZP,5.0,1.0
393,A14KUQ0C1SF3BF,3.0,1.0
394,A14LC7ZKQ6F0NI,5.0,2.0
395,A14LEMNV7B5D9Y,4.0,1.0
396,A14LKV7NIMB8OD,5.0,1.0
397,A14LVSZCD0V0CW,4.0,1.0
398,A14M1FGLMQIF08,5.0,1.0
399,A14MNC5VV6Z2T4,5.0,1.0
400,A14NVNMRUQP57D,5.0,1.0
401,A14NX9M6ZJLA8F,5.0,1.0
402,A14NXQ9H708WA2,4.0,1.0
403,A14OJS0VWMOSWO,5.0,1.0
404,A14OKA5Y9EE47U,5.0,1.0
405,A14OXOES1P9Q6G,5.0,1.0
406,A14PGJ6ROU1YT1,5.0,1.0
407,A14PI3KESL8BK9,5.0,1.0
408,A14Q1UPNYAKR0V,5.0,1.0
409,A14Q2TSTDY6M44,5.0,1.0
410,A14Q6R4481YFFG,5.0,1.0
411,A14QA3Q3Z657E,5.0,1.0
412,A14QGFC885WN4P,4.0,1.0
413,A14QNO4ZUWADO0,3.5,2.0
414,A14RC647U98FV3,5.0,1.0
415,A14RHOGC9WJ4QX,5.0,1.0
416,A14RHP1J4EQTYL,5.0,1.0
417,A14RQYFJIDEKDX,5.0,1.0
418,A14RS3JOD5MCX6,3.0,1.0
419,A14SF5SOJBZGT2,4.0,1.0
420,A14SNJ7UV0U434,4.0,1.0
421,A14SWDQQLMAWPI,5.0,1.0
422,A14TFR5FSQ7DDT,5.0,1.0
423,A14TGMDESYAA8P,5.0,1.0
424,A14U129E09P1C7,5.0,1.0
425,A14UFNFPD3QZ7Z,5.0,1.0
426,A14UHK4BHSPDVH,4.0,1.0
427,A14UTAOQFZVMCF,5.0,1.0
428,A14UXP5Z7WLX8M,5.0,1.0
429,A14V9UE4QJHOO,1.0,1.0
430,A14VKSHKXCT3VG,5.0,1.0
431,A14VUTQ098CXCZ,5.0,1.0
432,A14WQTO814PG9,2.0,1.0
433,A14WUFVYMIN4P3,5.0,1.0
434,A14WWV670QUIH1,5.0,1.0
435,A14X244VGHWPSX,5.0,1.0
436,A14XBMOB8BLGDL,5.0,1.0
437,A14XT5GHSYRBPH,5.0,1.0
438,A14YC8O0N4EQGP,4.0,1.0
439,A14Z0Q1DU6CBJJ,2.0,1.0
440,A14Z33FTNAQRBS,4.0,1.0
441,A14ZEGY39OPY1J,5.0,1.0
442,A14ZFCP674B9IB,4.0,1.0
443,A14ZVJ6SLQBPLT,1.0,1.0
444,A150LWE0RTLYS6,5.0,1.0
445,A151DNS29DSP4W,5.0,1.0
446,A151MPO6QOZEMJ,5.0,1.0
447,A152BVR1R1BLD5,4.0,1.0
448,A152C8GYY25HAH,2.0,1.0
449,A152FLOCQVFS9J,5.0,1.0
450,A152MG9UI6LLE3,5.0,1.0
451,A152T1PX4GVA9J,5.0,1.0
452,A1533UYI46ZZ07,5.0,1.0
453,A153NZD2WZN5S3,5.0,1.0
454,A153T6VSSIZM78,3.0,1.0
455,A153Z8RBQ2J156,5.0,1.0
456,A154LC349P0OQN,1.0,1.0
457,A154NTGZEVJWPA,4.0,1.0
458,A1554ME7EE5D5Y,5.0,1.0
459,A155PWBXILI5BQ,5.0,1.0
460,A15706JK5SES0U,2.0,1.0
461,A157951PPMMDJZ,5.0,1.0
462,A157YUWQURX1HP,5.0,1.0
463,A1581O083HOCDM,5.0,1.0
464,A158B6K6QCIWAP,3.0,1.0
465,A158K7NWWN6FQ0,5.0,1.0
466,A158LEXTLKFZMO,5.0,1.0
467,A158QT2CHTLIVT,4.5,2.0
468,A159K3TGK6PJKN,5.0,1.0
469,A15AISUPK8XMLO,5.0,1.0
470,A15B8KRI6K9U19,5.0,1.0
471,A15BD9FZ6WPG70,3.0,1.0
472,A15DM5W3WV0KUQ,4.0,1.0
473,A15DN99EUOHZFT,5.0,1.0
474,A15DVDIKVQ1ZXB,5.0,1.0
475,A15DZR28HGRVPZ,4.0,1.0
476,A15E46AB7MJBO1,5.0,1.0
477,A15EE7VQT9RV,5.0,1.0
478,A15EZPEG710WEO,5.0,1.0
479,A15FU2V8KE8NG9,2.0,1.0
480,A15G0TCC2CLGK6,5.0,1.0
481,A15GABAZWJM8TD,2.0,1.0
482,A15GJHFWFW9H0B,5.0,1.0
483,A15H2SQ3KQ0EAZ,5.0,1.0
484,A15HAYUA4N9NEV,5.0,1.0
485,A15HGON73FMTKM,5.0,1.0
486,A15HUTF5PNCEJJ,5.0,1.0
487,A15HXRBQ6EZRUW,5.0,1.0
488,A15I3DJ53MPAFR,3.0,1.0
489,A15ISM282Y2YNM,5.0,1.0
490,A15JTBJYD3LYTI,5.0,1.0
491,A15K5K0Q1Z8JGJ,5.0,1.0
492,A15KI4NIM9S9LJ,5.0,1.0
493,A15KNNESUOOZ2W,5.0,1.0
494,A15L5XLMF3V803,5.0,1.0
495,A15MLC5A51OHSL,5.0,1.0
496,A15N0JTFGTCWP0,4.0,1.0
497,A15N67ZYHS824P,5.0,1.0
498,A15NALD87XD251,5.0,1.0
499,A15O1TLYSF1QRZ,3.0,1.0
500,A15O3R9FASRDU2,5.0,1.0
501,A15O99JRK75UI8,5.0,1.0
502,A15OC5UQ5WZ39M,5.0,1.0
503,A15OEJ8I6AAUNP,5.0,1.0
504,A15P3R9UQ4JRNW,5.0,1.0
505,A15PG6XEXTCLFB,5.0,1.0
506,A15PTETDSN5JHJ,5.0,1.0
507,A15Q7QMAEQTPOR,5.0,1.0
508,A15QVPOYAV3U2T,4.0,1.0
509,A15R1FG9L9BU04,1.0,1.0
510,A15RCLUMMMIMMP,5.0,1.0
511,A15RQSCJJ4P8ZJ,5.0,1.0
512,A15S9OH2IG6VVD,5.0,1.0
513,A15SJ16SIRSCVO,5.0,1.0
514,A15U5KAI03CGRS,5.0,1.0
515,A15UEDLOLNYQFZ,5.0,1.0
516,A15UN81O3NDPE3,5.0,1.0
517,A15UO9CSLASQKC,2.0,1.0
518,A15UVGVE1XQE5B,5.0,1.0
519,A15UZPKLK66INU,5.0,1.0
520,A15VEOHUUT25HD,5.0,1.0
521,A15VFMU0WO8ED2,5.0,1.0
522,A15VT27V2IBSPM,5.0,1.0
523,A15WDX8LYTBP30,5.0,1.0
524,A15WY5FJG7PN9Q,4.0,1.0
525,A15XPIBYFVBQEK,5.0,1.0
526,A15YHHZLI6M85P,5.0,1.0
527,A15YMRT18CDR8P,5.0,1.0
528,A15YN4EEUOQ0NL,5.0,1.0
529,A15YUMS7CRLVYC,5.0,1.0
530,A15ZFJH4VV91DQ,5.0,1.0
531,A1601V9VTYMN4Q,5.0,1.0
532,A1606CQYFZD325,5.0,1.0
533,A160B5TDK6DNFT,5.0,1.0
534,A160HFS9Y44RVY,4.0,1.0
535,A160KU7P9YB7VH,3.0,1.0
536,A16129PSD4JHEL,5.0,1.0
537,A1612DAORFZA1M,5.0,1.0
538,A161K29AHG4GUJ,5.0,1.0
539,A161PFGWSZMEII,4.0,1.0
540,A161V2ZB0AFVW7,5.0,1.0
541,A1627VXUEMQN0T,5.0,1.0
542,A162CAV2WZU37B,5.0,1.0
543,A162WMGCZLF7LQ,1.0,1.0
544,A163Q5H3Q15K2U,5.0,1.0
545,A164B36A10OM9O,5.0,1.0
546,A16568E4OGUSEC,5.0,1.0
547,A165IJJAUUGT1B,5.0,1.0
548,A165WALB5ZKZJD,5.0,1.0
549,A166KND5UFPH9J,5.0,1.0
550,A166TYQYP93GXY,5.0,1.0
551,A166W5KBRA2E47,5.0,1.0
552,A167F4526JLM7A,4.0,1.0
553,A167NUEJJRKKIT,5.0,1.0
554,A167S32STUGF29,5.0,1.0
555,A167TGHJCENKZY,5.0,1.0
556,A16837UDPZCXTG,5.0,1.0
557,A168CXKWFKL4IT,4.0,1.0
558,A168IT54OCFW4W,5.0,1.0
559,A168M1PL3H8UR5,4.0,1.0
560,A168ORT49DO419,5.0,1.0
561,A168PIWEYR9XR2,3.0,1.0
562,A169APAWELU34D,5.0,1.0
563,A169JZN2EIQ5Y,4.0,1.0
564,A169X5SGS7W8IB,5.0,1.0
565,A16A81C3ELWURB,4.0,1.0
566,A16A84O8G41HA7,1.0,1.0
567,A16ABEGQ5ZEDSB,5.0,1.0
568,A16AY9Y6VPHIC4,5.0,1.0
569,A16BQJ10CMNLFY,4.0,1.0
570,A16C96JO2I4G2T,5.0,1.0
571,A16C9FXSERD0RC,5.0,1.0
572,A16CM3Q396Y1EG,3.0,1.0
573,A16CR6NL2JW5DQ,1.0,1.0
574,A16CZRQL23NOIW,5.0,2.0
575,A16DJG5JJVRRXI,3.0,1.0
576,A16DQJY44KWOCJ,2.0,1.0
577,A16DZ6BJKI0SP0,5.0,1.0
578,A16FGD368PBZ2L,4.0,1.0
579,A16FJRCDGCXI2N,1.0,1.0
580,A16FLBGWE6TS04,5.0,1.0
581,A16FN3X6EOUQD3,5.0,1.0
582,A16FYG29Y6S39S,4.0,1.0
583,A16G1860UCNDO5,3.0,1.0
584,A16GAIJJE39T1S,3.0,1.0
585,A16GB9PVRTYTOW,5.0,1.0
586,A16GS5N0M6HIFI,5.0,1.0
587,A16H208JVRTMU4,5.0,1.0
588,A16HX71MQQMC3Y,3.0,1.0
589,A16HYZDFVECK1D,5.0,1.0
590,A16I2RK8L9HQJ4,1.0,1.0
591,A16IDTSHNIXLML,5.0,1.0
592,A16IKN1DZ0EUFO,5.0,1.0
593,A16J1ULY7FWGJB,5.0,1.0
594,A16J2ZXOYM661W,5.0,1.0
595,A16J4AV25XHYER,5.0,1.0
596,A16J9LAN3IN7KB,3.0,1.0
597,A16JO121N4LSEJ,5.0,1.0
